roll_id,paper_type,weight,warehouse,location
SW335M0715259,80OPSDLL28,2165,WH2,38
SW335M0715129,80OPSDLL28,2198,WH2,38
SW335M0715249,80OPSDLL28,2217,WH2,38
SW335M0719359,80OPSDLL28,2257,WH2,38
SW335M0717139,80OPSDLL28,2219,WH2,38
SW335M0715220,80OPSDLL28,2224,WH2,38
SW335M0719269,80OPSDLL28,2234,WH2,38
SW335M0717100,80OPSDLL28,2227,WH2,38
SW335M0715210,80OPSDLL28,2192,WH2,38
SW335M0720248,80OPSDLL28,2192,WH2,38
SW335M0720168,80OPSDLL28,2200,WH2,38
SW335M0718328,80OPSDLL28,2217,WH2,38
SW335M0720268,80OPSDLL28,2207,WH2,38
SW335M0720258,80OPSDLL28,2205,WH2,38
SW335M0720278,80OPSDLL28,2221,WH2,38
SW335M0720378,80OPSDLL28,2228,WH2,38
SW335M0719369,80OPSDLL28,2261,WH2,38
SW335M0716176,80OPSDLL28,2229,WH2,38
SW335M0720319,80OPSDLL28,2216,WH2,38
S+W335M0720138,80OPSDLL28,2215,WH2,38
SW335M0720119,80OPSDLL28,2205,WH2,38
SW335M0720178,80OPSDLL28,2214,WH2,38
SW335M0718368,80OPSDLL28,2222,WH2,38
SW724B1321351,80OPSDLL28,2361,WH2,38
SW335M0720148,80OPSDLL28,2198,WH2,38
SW335M0720219,80OPSDLL28,2209,WH2,38
SW335M0720238,80OPSDLL28,2215,WH2,38
SW335M0719320,80OPSDLL28,2256,WH2,38
SW335M0719399,80OPSDLL28,2272,WH2,38
SW335M0720128,80OPSDLL28,2194,WH2,38
SW333M0225251,80OPSDLL28,2268,WH2,38
SW724B1321137,80OPSDLL28,2405,WH2,38
SW333M0222106,80OPSDLL28,2266,WH2,38
SW333M0226106,80OPSDLL28,2268,WH2,38
SW724B1322366,80OPSDLL28,2321,WH2,38
SW333M0225151,80OPSDLL28,2179,WH2,38
SW724B1321166,80OPSDLL28,2385,WH2,38
SW724B1324151,80OPSDLL28,2391,WH2,38
SW724B1325137,80OPSDLL28,2397,WH2,38
SW724B1325237,80OPSDLL28,2387,WH2,38
SW724B1325266,80OPSDLL28,2371,WH2,38
SW724B1322337,80OPSDLL28,2329,WH2,38
SW724B1324199,80OPSDLL28,2381,WH2,38
SW724B1325166,80OPSDLL28,2383,WH2,38
7F6B23032E,50PENFSC23,2880,WH2,37
7F6B23031D,50PENFSC23,2829,WH2,37
7F6B23031C,50PENFSC23,2825,WH2,37
7F6B22181E,50PENFSC23,2791,WH2,37
7F6B22254E,50PENFSC23,2739,WH2,37
7F6B22261C,50PENFSC23,2855,WH2,37
7F6B22252B,50PENFSC23,2854,WH2,37
7F6B22252E,50PENFSC23,2858,WH2,37
7F6B22251E,50PENFSC23,2785,WH2,37
7F6B22251B,50PENFSC23,2779,WH2,37
7F6B22213K,50PENFSC23,2674,WH2,37
7F6B22213G,50PENFSC23,2672,WH2,37
7F6B23064F,50PENFSC23,2785,WH2,37
7F6B23064D,50PENFSC23,2775,WH2,37
7F6B23064H,50PENFSC23,2785,WH2,37
7F6B23063C,50PENFSC23,2805,WH2,37
7F6B23063F,50PENFSC23,2809,WH2,37
7F6B23063B,50PENFSC23,2813,WH2,37
7F6B23011G,50PENFSC23,2783,WH2,37
7F6B23064B,50PENFSC23,2777,WH2,37
7F6B22182C,50PENFSC23,2847,WH2,37
7F6B23032C,50PENFSC23,2876,WH2,37
7F6B22212G,50PENFSC23,2644,WH2,37
7F6B22212K,50PENFSC23,2634,WH2,37
7F6B22184E,50PENFSC23,2823,WH2,37
7F6B22184C,50PENFSC23,2819,WH2,37
7F6B22213D,50PENFSC23,2668,WH2,37
7F6B22213H,50PENFSC23,2670,WH2,37
7F6B22253B,50PENFSC23,2793,WH2,37
7F6B22253E,50PENFSC23,2797,WH2,37
7F6B22261D,50PENFSC23,2858,WH2,37
7F6B22254C,50PENFSC23,2737,WH2,37
SW335M0717339,80OPSDLL28,2236,WH2,37
SW335M0715149,80OPSDLL28,2206,WH2,37
SW335M0715120,80OPSDLL28,2209,WH2,37
